wid,woreda,doy,year,ndvi,savi,evi,ndwi5,ndwi6
54,Borena,1.0,2012.0,0.31294262268561823,0.1836347464068966,0.16929167959167546,-0.0522859477197914,0.014205214139924403
58,Wogedi,1.0,2012.0,0.3006554634635543,0.1835667400559315,0.16888533805332812,-0.05510630987188019,0.0077587718502353555
52,Legambo,1.0,2012.0,0.2789699937103315,0.1678251019448356,0.15331031006190518,-0.08266523645797909,-0.042446016256704654
55,Kelela,1.0,2012.0,0.27225442745013906,0.1719540277619762,0.15686832278012217,-0.05820026089893278,-0.004408844435948208
62,Legehida,1.0,2012.0,0.2713985074548792,0.16617277467767383,0.15233773759140704,-0.05348905980632027,0.01381720940354185
56,Jamma,1.0,2012.0,0.27069773297472394,0.1700279476682773,0.15723331133536186,-0.053101885389324255,0.01471753801488921
44,Tenta,1.0,2012.0,0.2747153955477452,0.16197217916893,0.148989706419481,-0.0645082468448725,-0.012228501205022913
51,Dessie Zuria,1.0,2012.0,0.305829639898932,0.17753973355307198,0.16476325584516618,-0.06960950284301434,-0.01066334418704636
42,Dawunt,1.0,2012.0,0.25477040073254775,0.1465196735378603,0.13478622776708912,-0.04570706060745045,0.005214719498394001
45,Kuta Ber,1.0,2012.0,0.31909274347945127,0.18138667971724765,0.16939741804603664,-0.04036423288905024,0.03719831149413266
60,Dessie Town,1.0,2012.0,0.3901997195239795,0.2221675289563718,0.21155209315909254,-0.04707176372151481,0.0446460300910383
47,Tehulederie,1.0,2012.0,0.3802296655390722,0.20986369481447037,0.19909045579003998,-0.03285385759108021,0.057723414482010856
59,Kombolcha Town,1.0,2012.0,0.3595440073370729,0.20558134400596723,0.19543523571682953,-0.03869981801758828,0.04517734123022987
50,Alebuko,1.0,2012.0,0.32237465374309016,0.18889779896106798,0.17466257646351072,-0.04264262425043422,0.027853024875517437
57,Wore Illu,1.0,2012.0,0.273215131402505,0.1706982096395982,0.15722095621881763,-0.058212326412688226,0.0013774911891365786
