wid,woreda,doy,year,totprec
45,Kuta Ber,1.0,2018.0,0.0
60,Dessie Town,1.0,2018.0,0.0
47,Tehulederie,1.0,2018.0,0.0
59,Kombolcha Town,1.0,2018.0,0.0
50,Alebuko,1.0,2018.0,0.0
57,Wore Illu,1.0,2018.0,0.0
68,Gishe Rabel,1.0,2018.0,0.0
67,Menz Gera Mider,1.0,2018.0,0.0
69,Antsokiya Gemza,1.0,2018.0,0.0
136,Kemisie Town,1.0,2018.0,0.0
71,Menz Mama Mider,1.0,2018.0,0.0
84,Menz Lalo Mider,1.0,2018.0,0.0
139,Shewa Robit,1.0,2018.0,0.0
72,Tarma Ber,1.0,2018.0,0.0
73,Mojana Wodera,1.0,2018.0,0.0
83,Menz Qeya Gebreal,1.0,2018.0,0.0
63,Mida Woremo,1.0,2018.0,0.0
64,Merehabete,1.0,2018.0,0.0
66,Moretina Jiru,1.0,2018.0,0.0
81,Basona Worena,1.0,2018.0,0.0
85,Seya Deberna Wayu,1.0,2018.0,0.0
65,Ensarona Wayo,1.0,2018.0,0.0072358281385581725
75,Angolelana Tera,1.0,2018.0,0.0
76,Asagirt,1.0,2018.0,0.0
77,Ankober,1.0,2018.0,0.0
82,Debre Birehan Town,1.0,2018.0,0.0
79,Berehet,1.0,2018.0,0.0
80,Minjarina Shenkora,1.0,2018.0,0.0
78,Hagere Mariam Kesem,1.0,2018.0,0.0
96,Baso Liben,1.0,2018.0,0.0
93,Debre Elias,1.0,2018.0,0.0
95,Gozamin,1.0,2018.0,0.0
102,Aneded,1.0,2018.0,0.0
97,Awabel,1.0,2018.0,0.0
99,Shebel Berenta,1.0,2018.0,0.0
98,Dejen,1.0,2018.0,0.0
92,Debaytelatgen,1.0,2018.0,0.0
91,Enemay,1.0,2018.0,0.0
101,Sinan,1.0,2018.0,0.0
110,Dembecha,1.0,2018.0,0.0
94,Machakel,1.0,2018.0,0.0
100,Debre Markos Town,1.0,2018.0,0.0
116,Finoteselam Town,1.0,2018.0,0.0
112,Burie Zuria,1.0,2018.0,0.0
130,Guagusa Shekudad,1.0,2018.0,0.0
125,Banja,1.0,2018.0,0.0
126,Ankesha,1.0,2018.0,0.0
113,Womberma,1.0,2018.0,0.0
127,Guangua,1.0,2018.0,0.0
13,Quara,1.0,2018.0,0.0
129,Jawi,1.0,2018.0,0.0
115,South Achefer,1.0,2018.0,0.0
124,Dangila,1.0,2018.0,0.0
128,Fagita Lekoma,1.0,2018.0,0.0
103,North Achefer,1.0,2018.0,0.0
14,Alefa,1.0,2018.0,0.0
20,Takusa,1.0,2018.0,0.0
12,Metema,1.0,2018.0,0.0
11,Chilga,1.0,2018.0,0.0
5,Mirab Armachiho,1.0,2018.0,0.0
0,Adarkay,1.0,2018.0,8.53876919967756E-5
18,Telemt,1.0,2018.0,8.505000415345292E-4
74,Kewet,2.0,2018.0,0.0
133,Jilie Timuga,2.0,2018.0,0.0
70,Efratana Gidim,2.0,2018.0,0.0
134,Artuma Fursi,2.0,2018.0,0.0
131,Dewa Chefa,2.0,2018.0,0.0
135,Dewa Harewa,2.0,2018.0,0.0
132,Bati,2.0,2018.0,0.0
138,Aregoba Sp. Wo.,2.0,2018.0,0.0
49,Kalu,2.0,2018.0,0.0
48,Worebabu,2.0,2018.0,0.0
121,Abargelie,2.0,2018.0,0.5226445313876692
33,Raya Kobo,2.0,2018.0,0.0
39,Habru,2.0,2018.0,0.0
38,Guba Lafto,2.0,2018.0,0.012803717883955446
34,Gidan,2.0,2018.0,0.0020639245632625932
40,Woldia Town,2.0,2018.0,0.0
46,Ambassel,2.0,2018.0,0.0
37,Delanta,2.0,2018.0,0.007372439132902554
140,Kobo Town,2.0,2018.0,0.0
41,Lasta,2.0,2018.0,0.0
120,Gazgibla,2.0,2018.0,0.0
35,Mekit,2.0,2018.0,0.0044293517851466116
36,Wadla,2.0,2018.0,0.19725421860918574
32,Bugna,2.0,2018.0,0.0
119,Dehena,2.0,2018.0,0.0
117,Zequala,2.0,2018.0,0.0
118,Seqota,2.0,2018.0,0.0
123,Sekota Town,2.0,2018.0,0.0
122,Sehela,2.0,2018.0,0.06547315458932716
1,Beyeda,2.0,2018.0,1.871263631362396
2,Janamora,2.0,2018.0,0.38711318193347743
16,Misrak Belesa,2.0,2018.0,0.0
21,Ebinat,2.0,2018.0,0.0
8,Wogera,2.0,2018.0,0.0
15,Mirab Belesa,2.0,2018.0,0.0
3,Debark,2.0,2018.0,0.21979607582431507
4,Dabat,2.0,2018.0,0.0
19,Tach Armachiho,2.0,2018.0,0.0
6,Tegede,2.0,2018.0,0.0
7,Lay Armachiho,2.0,2018.0,0.0
17,Gondar Town,2.0,2018.0,0.0
9,Gondar Zuria,2.0,2018.0,0.0
22,Libokemkem,2.0,2018.0,0.0
10,Denbia,2.0,2018.0,0.0
23,Fogera,2.0,2018.0,0.0
24,Farta,2.0,2018.0,0.0
25,Lay Gayint,2.0,2018.0,0.14752502309105214
26,Tach Gayint,2.0,2018.0,0.0
27,Simada,2.0,2018.0,0.0
43,Mekedela,2.0,2018.0,0.0
53,Sayint,2.0,2018.0,0.0
28,Estea,2.0,2018.0,0.0
31,Andabiet,2.0,2018.0,0.0
30,Debre Tabor Town,2.0,2018.0,0.0
29,Dera,2.0,2018.0,0.0
104,Bahir Dar Zuria,2.0,2018.0,0.0
137,Bahir Dar Town,2.0,2018.0,0.0
105,Yilmana Densa,2.0,2018.0,0.0
87,Hulet Iju Enesie,2.0,2018.0,0.06545814296767911
114,Gonji Kolela,2.0,2018.0,0.0
109,Dega Damot,2.0,2018.0,0.0
106,Mecha,2.0,2018.0,0.0
108,Quarit,2.0,2018.0,0.0
107,Sekela,2.0,2018.0,0.0
111,Jabi Tehnan,2.0,2018.0,0.0
86,Bibugn,2.0,2018.0,0.0
90,Enarji Enawuga,2.0,2018.0,0.11606903254063594
88,Goncha Siso Enese,2.0,2018.0,0.6909184844258148
89,Enebse Sar Mider,2.0,2018.0,0.0
61,Mehal Sayint,2.0,2018.0,0.0
54,Borena,2.0,2018.0,0.0
58,Wogedi,2.0,2018.0,0.0
52,Legambo,2.0,2018.0,0.0
55,Kelela,2.0,2018.0,0.0
62,Legehida,2.0,2018.0,0.0
56,Jamma,2.0,2018.0,0.0
44,Tenta,2.0,2018.0,0.0
51,Dessie Zuria,2.0,2018.0,0.0
42,Dawunt,2.0,2018.0,0.0
45,Kuta Ber,2.0,2018.0,0.0
60,Dessie Town,2.0,2018.0,0.0
47,Tehulederie,2.0,2018.0,0.0
59,Kombolcha Town,2.0,2018.0,0.0
50,Alebuko,2.0,2018.0,0.0
57,Wore Illu,2.0,2018.0,0.0
68,Gishe Rabel,2.0,2018.0,0.0
67,Menz Gera Mider,2.0,2018.0,0.0
69,Antsokiya Gemza,2.0,2018.0,0.0
136,Kemisie Town,2.0,2018.0,0.0
71,Menz Mama Mider,2.0,2018.0,0.0
84,Menz Lalo Mider,2.0,2018.0,0.0
139,Shewa Robit,2.0,2018.0,0.0
72,Tarma Ber,2.0,2018.0,0.0
73,Mojana Wodera,2.0,2018.0,0.0
83,Menz Qeya Gebreal,2.0,2018.0,0.0
63,Mida Woremo,2.0,2018.0,0.0
64,Merehabete,2.0,2018.0,0.0
66,Moretina Jiru,2.0,2018.0,0.0
81,Basona Worena,2.0,2018.0,0.0
85,Seya Deberna Wayu,2.0,2018.0,0.0
65,Ensarona Wayo,2.0,2018.0,0.0072358281385581725
75,Angolelana Tera,2.0,2018.0,0.0
76,Asagirt,2.0,2018.0,0.0
77,Ankober,2.0,2018.0,0.0
82,Debre Birehan Town,2.0,2018.0,0.0
79,Berehet,2.0,2018.0,0.0
80,Minjarina Shenkora,2.0,2018.0,0.0
78,Hagere Mariam Kesem,2.0,2018.0,0.0
96,Baso Liben,2.0,2018.0,0.0
93,Debre Elias,2.0,2018.0,0.0
95,Gozamin,2.0,2018.0,0.0
102,Aneded,2.0,2018.0,0.0
97,Awabel,2.0,2018.0,0.0
99,Shebel Berenta,2.0,2018.0,0.0
98,Dejen,2.0,2018.0,0.0
92,Debaytelatgen,2.0,2018.0,0.0
91,Enemay,2.0,2018.0,0.0
101,Sinan,2.0,2018.0,0.0
110,Dembecha,2.0,2018.0,0.0
94,Machakel,2.0,2018.0,0.0
100,Debre Markos Town,2.0,2018.0,0.0
116,Finoteselam Town,2.0,2018.0,0.0
112,Burie Zuria,2.0,2018.0,0.0
130,Guagusa Shekudad,2.0,2018.0,0.0
125,Banja,2.0,2018.0,0.0
126,Ankesha,2.0,2018.0,0.0
113,Womberma,2.0,2018.0,0.0
127,Guangua,2.0,2018.0,0.0
13,Quara,2.0,2018.0,0.0
129,Jawi,2.0,2018.0,0.0
115,South Achefer,2.0,2018.0,0.0
124,Dangila,2.0,2018.0,0.0
128,Fagita Lekoma,2.0,2018.0,0.0
103,North Achefer,2.0,2018.0,0.0
14,Alefa,2.0,2018.0,0.0
20,Takusa,2.0,2018.0,0.0
12,Metema,2.0,2018.0,0.0
11,Chilga,2.0,2018.0,0.0
5,Mirab Armachiho,2.0,2018.0,0.0
0,Adarkay,2.0,2018.0,0.025384608956714752
18,Telemt,2.0,2018.0,0.03344354266778112
74,Kewet,3.0,2018.0,0.0
133,Jilie Timuga,3.0,2018.0,0.0
70,Efratana Gidim,3.0,2018.0,0.211224225834243
134,Artuma Fursi,3.0,2018.0,0.0
131,Dewa Chefa,3.0,2018.0,0.007678142349556824
135,Dewa Harewa,3.0,2018.0,0.0
132,Bati,3.0,2018.0,0.019275726542185668
138,Aregoba Sp. Wo.,3.0,2018.0,0.28358281122347634
49,Kalu,3.0,2018.0,0.21437079271405982
48,Worebabu,3.0,2018.0,0.0
121,Abargelie,3.0,2018.0,0.45950699904220893
33,Raya Kobo,3.0,2018.0,0.008235774950417099
39,Habru,3.0,2018.0,0.0
38,Guba Lafto,3.0,2018.0,0.19895225622906024
34,Gidan,3.0,2018.0,0.11389453458787505
40,Woldia Town,3.0,2018.0,0.0
46,Ambassel,3.0,2018.0,0.0
37,Delanta,3.0,2018.0,0.05895354571726561
140,Kobo Town,3.0,2018.0,0.0
41,Lasta,3.0,2018.0,4.1155046000357197E-4
120,Gazgibla,3.0,2018.0,0.0
35,Mekit,3.0,2018.0,3.6911263737591024E-4
36,Wadla,3.0,2018.0,0.04670377168552709
32,Bugna,3.0,2018.0,0.0
119,Dehena,3.0,2018.0,0.0
117,Zequala,3.0,2018.0,0.02400385195200235
118,Seqota,3.0,2018.0,0.0
123,Sekota Town,3.0,2018.0,0.0
122,Sehela,3.0,2018.0,0.6439850943263823
1,Beyeda,3.0,2018.0,2.505831076209845
2,Janamora,3.0,2018.0,0.42245585850119843
16,Misrak Belesa,3.0,2018.0,0.0
21,Ebinat,3.0,2018.0,0.0
8,Wogera,3.0,2018.0,0.0
15,Mirab Belesa,3.0,2018.0,0.0
3,Debark,3.0,2018.0,0.07186264739310173
4,Dabat,3.0,2018.0,0.0
19,Tach Armachiho,3.0,2018.0,0.0
6,Tegede,3.0,2018.0,0.0
7,Lay Armachiho,3.0,2018.0,0.0
17,Gondar Town,3.0,2018.0,0.0
9,Gondar Zuria,3.0,2018.0,0.0
22,Libokemkem,3.0,2018.0,0.0
10,Denbia,3.0,2018.0,0.0
23,Fogera,3.0,2018.0,0.0
24,Farta,3.0,2018.0,0.0
25,Lay Gayint,3.0,2018.0,0.23909700839769382
26,Tach Gayint,3.0,2018.0,0.3878781045095068
27,Simada,3.0,2018.0,0.007184976350947211
43,Mekedela,3.0,2018.0,0.0
53,Sayint,3.0,2018.0,0.0
28,Estea,3.0,2018.0,0.0
31,Andabiet,3.0,2018.0,0.0
30,Debre Tabor Town,3.0,2018.0,0.0
29,Dera,3.0,2018.0,0.0
104,Bahir Dar Zuria,3.0,2018.0,0.0
137,Bahir Dar Town,3.0,2018.0,0.0
105,Yilmana Densa,3.0,2018.0,0.0
87,Hulet Iju Enesie,3.0,2018.0,0.2718387464209014
114,Gonji Kolela,3.0,2018.0,0.18095228041127617
109,Dega Damot,3.0,2018.0,0.0
106,Mecha,3.0,2018.0,0.026208815943876047
108,Quarit,3.0,2018.0,0.0
107,Sekela,3.0,2018.0,0.05105801577089028
111,Jabi Tehnan,3.0,2018.0,0.0
86,Bibugn,3.0,2018.0,0.11070047152710208
90,Enarji Enawuga,3.0,2018.0,0.2391255501550319
88,Goncha Siso Enese,3.0,2018.0,0.0
89,Enebse Sar Mider,3.0,2018.0,0.2245477096269272
61,Mehal Sayint,3.0,2018.0,0.0
54,Borena,3.0,2018.0,0.0
58,Wogedi,3.0,2018.0,0.0
52,Legambo,3.0,2018.0,0.0
55,Kelela,3.0,2018.0,0.0
62,Legehida,3.0,2018.0,0.0
56,Jamma,3.0,2018.0,0.0
44,Tenta,3.0,2018.0,0.0
51,Dessie Zuria,3.0,2018.0,0.0
42,Dawunt,3.0,2018.0,0.0
45,Kuta Ber,3.0,2018.0,0.0
60,Dessie Town,3.0,2018.0,0.0
47,Tehulederie,3.0,2018.0,0.0
59,Kombolcha Town,3.0,2018.0,0.0
50,Alebuko,3.0,2018.0,0.0
57,Wore Illu,3.0,2018.0,0.0
68,Gishe Rabel,3.0,2018.0,0.0
67,Menz Gera Mider,3.0,2018.0,0.012262245943963544
69,Antsokiya Gemza,3.0,2018.0,0.0
136,Kemisie Town,3.0,2018.0,0.0
71,Menz Mama Mider,3.0,2018.0,0.03424516249886425
84,Menz Lalo Mider,3.0,2018.0,0.0
139,Shewa Robit,3.0,2018.0,0.0
72,Tarma Ber,3.0,2018.0,0.0
73,Mojana Wodera,3.0,2018.0,0.0
83,Menz Qeya Gebreal,3.0,2018.0,0.0
63,Mida Woremo,3.0,2018.0,0.0
64,Merehabete,3.0,2018.0,0.0
66,Moretina Jiru,3.0,2018.0,0.0
81,Basona Worena,3.0,2018.0,0.5512423437284205
85,Seya Deberna Wayu,3.0,2018.0,0.0
65,Ensarona Wayo,3.0,2018.0,0.28943313481890526
75,Angolelana Tera,3.0,2018.0,0.0
76,Asagirt,3.0,2018.0,0.0
77,Ankober,3.0,2018.0,5.264746068165875E-4
82,Debre Birehan Town,3.0,2018.0,0.11088761571075771
79,Berehet,3.0,2018.0,0.0
80,Minjarina Shenkora,3.0,2018.0,0.0
78,Hagere Mariam Kesem,3.0,2018.0,0.0
96,Baso Liben,3.0,2018.0,0.0
93,Debre Elias,3.0,2018.0,0.0
95,Gozamin,3.0,2018.0,4.0337346436394204E-5
102,Aneded,3.0,2018.0,0.0
97,Awabel,3.0,2018.0,0.0
99,Shebel Berenta,3.0,2018.0,0.0
98,Dejen,3.0,2018.0,0.0
92,Debaytelatgen,3.0,2018.0,0.740898089883742
91,Enemay,3.0,2018.0,0.13892449817444805
101,Sinan,3.0,2018.0,0.03123942529566455
110,Dembecha,3.0,2018.0,0.0
94,Machakel,3.0,2018.0,0.0
100,Debre Markos Town,3.0,2018.0,0.0
116,Finoteselam Town,3.0,2018.0,0.0
112,Burie Zuria,3.0,2018.0,0.0
130,Guagusa Shekudad,3.0,2018.0,0.223185224103228
125,Banja,3.0,2018.0,0.8800555284316788
126,Ankesha,3.0,2018.0,0.045622812512706
113,Womberma,3.0,2018.0,0.0
127,Guangua,3.0,2018.0,0.0
13,Quara,3.0,2018.0,0.0
129,Jawi,3.0,2018.0,0.0
115,South Achefer,3.0,2018.0,0.024297668246038965
124,Dangila,3.0,2018.0,0.08240230464376513
128,Fagita Lekoma,3.0,2018.0,0.19774187878201063
103,North Achefer,3.0,2018.0,0.0
14,Alefa,3.0,2018.0,0.0
20,Takusa,3.0,2018.0,0.0
12,Metema,3.0,2018.0,0.0
11,Chilga,3.0,2018.0,0.0
5,Mirab Armachiho,3.0,2018.0,0.0
0,Adarkay,3.0,2018.0,0.0036562564080482676
18,Telemt,3.0,2018.0,0.0012942391953190083
74,Kewet,4.0,2018.0,0.0
133,Jilie Timuga,4.0,2018.0,0.0
70,Efratana Gidim,4.0,2018.0,0.0844896903336972
134,Artuma Fursi,4.0,2018.0,0.0
131,Dewa Chefa,4.0,2018.0,0.0
135,Dewa Harewa,4.0,2018.0,0.0
132,Bati,4.0,2018.0,0.0
138,Aregoba Sp. Wo.,4.0,2018.0,0.0
49,Kalu,4.0,2018.0,0.0
48,Worebabu,4.0,2018.0,0.0
121,Abargelie,4.0,2018.0,0.04464727027192576
33,Raya Kobo,4.0,2018.0,0.0030884156064064114
39,Habru,4.0,2018.0,0.0
38,Guba Lafto,4.0,2018.0,0.05294097034620359
34,Gidan,4.0,2018.0,0.04271045047045313
40,Woldia Town,4.0,2018.0,0.0
46,Ambassel,4.0,2018.0,0.0
37,Delanta,4.0,2018.0,0.020669500066064394
140,Kobo Town,4.0,2018.0,0.0
41,Lasta,4.0,2018.0,1.543314225013395E-4
120,Gazgibla,4.0,2018.0,0.0
35,Mekit,4.0,2018.0,0.0
36,Wadla,4.0,2018.0,0.011349720213951923
32,Bugna,4.0,2018.0,0.0
119,Dehena,4.0,2018.0,0.0
117,Zequala,4.0,2018.0,0.0
118,Seqota,4.0,2018.0,0.0
123,Sekota Town,4.0,2018.0,0.0
122,Sehela,4.0,2018.0,0.1745713381380435
1,Beyeda,4.0,2018.0,0.5378893959411554
2,Janamora,4.0,2018.0,0.0984187716122584
16,Misrak Belesa,4.0,2018.0,0.0
21,Ebinat,4.0,2018.0,0.0
8,Wogera,4.0,2018.0,0.0
15,Mirab Belesa,4.0,2018.0,0.0
3,Debark,4.0,2018.0,0.0
4,Dabat,4.0,2018.0,0.0
19,Tach Armachiho,4.0,2018.0,0.0
6,Tegede,4.0,2018.0,0.0
7,Lay Armachiho,4.0,2018.0,0.0
17,Gondar Town,4.0,2018.0,0.0
9,Gondar Zuria,4.0,2018.0,0.0
22,Libokemkem,4.0,2018.0,0.0
10,Denbia,4.0,2018.0,0.0
23,Fogera,4.0,2018.0,0.0
24,Farta,4.0,2018.0,0.0
25,Lay Gayint,4.0,2018.0,0.04996158086463533
26,Tach Gayint,4.0,2018.0,0.10995135222930501
27,Simada,4.0,2018.0,0.0019302921768806463
43,Mekedela,4.0,2018.0,0.0
53,Sayint,4.0,2018.0,0.0
28,Estea,4.0,2018.0,0.0
31,Andabiet,4.0,2018.0,0.0
30,Debre Tabor Town,4.0,2018.0,0.0
29,Dera,4.0,2018.0,0.0
104,Bahir Dar Zuria,4.0,2018.0,0.0
137,Bahir Dar Town,4.0,2018.0,0.0
105,Yilmana Densa,4.0,2018.0,0.0
87,Hulet Iju Enesie,4.0,2018.0,0.0
114,Gonji Kolela,4.0,2018.0,0.0
109,Dega Damot,4.0,2018.0,0.0
106,Mecha,4.0,2018.0,0.0
108,Quarit,4.0,2018.0,0.0
107,Sekela,4.0,2018.0,0.004989009202538779
111,Jabi Tehnan,4.0,2018.0,0.13450026861582556
86,Bibugn,4.0,2018.0,0.042913398848164475
90,Enarji Enawuga,4.0,2018.0,0.008572366596065011
88,Goncha Siso Enese,4.0,2018.0,0.0
89,Enebse Sar Mider,4.0,2018.0,0.06287335919521216
61,Mehal Sayint,4.0,2018.0,0.0
54,Borena,4.0,2018.0,0.0
58,Wogedi,4.0,2018.0,0.0
52,Legambo,4.0,2018.0,0.0
55,Kelela,4.0,2018.0,0.0
62,Legehida,4.0,2018.0,0.0
56,Jamma,4.0,2018.0,0.0
44,Tenta,4.0,2018.0,0.0
51,Dessie Zuria,4.0,2018.0,0.0
42,Dawunt,4.0,2018.0,0.0
45,Kuta Ber,4.0,2018.0,0.0
60,Dessie Town,4.0,2018.0,0.0
47,Tehulederie,4.0,2018.0,0.0
59,Kombolcha Town,4.0,2018.0,0.0
50,Alebuko,4.0,2018.0,0.0
57,Wore Illu,4.0,2018.0,0.0
68,Gishe Rabel,4.0,2018.0,0.0
67,Menz Gera Mider,4.0,2018.0,0.004904898377585418
69,Antsokiya Gemza,4.0,2018.0,0.0
136,Kemisie Town,4.0,2018.0,0.0
71,Menz Mama Mider,4.0,2018.0,0.013698064999545704
84,Menz Lalo Mider,4.0,2018.0,0.0
139,Shewa Robit,4.0,2018.0,0.0
72,Tarma Ber,4.0,2018.0,0.0
73,Mojana Wodera,4.0,2018.0,0.0
83,Menz Qeya Gebreal,4.0,2018.0,0.0
63,Mida Woremo,4.0,2018.0,0.0
64,Merehabete,4.0,2018.0,0.0
66,Moretina Jiru,4.0,2018.0,0.0
81,Basona Worena,4.0,2018.0,0.22829227720544026
85,Seya Deberna Wayu,4.0,2018.0,0.0
65,Ensarona Wayo,4.0,2018.0,0.07235828307223233
75,Angolelana Tera,4.0,2018.0,0.0
76,Asagirt,4.0,2018.0,0.0
77,Ankober,4.0,2018.0,2.1803493191047637E-4
82,Debre Birehan Town,4.0,2018.0,0.045923152661440717
79,Berehet,4.0,2018.0,0.0
80,Minjarina Shenkora,4.0,2018.0,0.0
78,Hagere Mariam Kesem,4.0,2018.0,0.0
96,Baso Liben,4.0,2018.0,0.0
93,Debre Elias,4.0,2018.0,0.0
95,Gozamin,4.0,2018.0,0.0
102,Aneded,4.0,2018.0,0.0
97,Awabel,4.0,2018.0,0.0
99,Shebel Berenta,4.0,2018.0,0.0
98,Dejen,4.0,2018.0,0.0
92,Debaytelatgen,4.0,2018.0,0.11971903271006178
91,Enemay,4.0,2018.0,0.03106645788038498
101,Sinan,4.0,2018.0,0.28926243027295767
110,Dembecha,4.0,2018.0,0.06074146415419935
94,Machakel,4.0,2018.0,0.02499771906164717
100,Debre Markos Town,4.0,2018.0,0.0
116,Finoteselam Town,4.0,2018.0,0.0
112,Burie Zuria,4.0,2018.0,0.6300054285528344
130,Guagusa Shekudad,4.0,2018.0,4.242298829858303
125,Banja,4.0,2018.0,0.20621786381131363
126,Ankesha,4.0,2018.0,0.5671515101055212
113,Womberma,4.0,2018.0,0.09910388521606424
127,Guangua,4.0,2018.0,0.0
13,Quara,4.0,2018.0,0.0
129,Jawi,4.0,2018.0,0.0
115,South Achefer,4.0,2018.0,0.0
124,Dangila,4.0,2018.0,0.0
128,Fagita Lekoma,4.0,2018.0,0.0
103,North Achefer,4.0,2018.0,0.0
14,Alefa,4.0,2018.0,0.0
20,Takusa,4.0,2018.0,0.0
12,Metema,4.0,2018.0,0.0
11,Chilga,4.0,2018.0,0.0
5,Mirab Armachiho,4.0,2018.0,0.0
0,Adarkay,4.0,2018.0,8.082250843799471E-4
18,Telemt,4.0,2018.0,3.3280436621628383E-4
74,Kewet,5.0,2018.0,0.0
133,Jilie Timuga,5.0,2018.0,0.0
70,Efratana Gidim,5.0,2018.0,0.9658361991989256
134,Artuma Fursi,5.0,2018.0,0.008965118382769234
131,Dewa Chefa,5.0,2018.0,0.0
135,Dewa Harewa,5.0,2018.0,0.0
132,Bati,5.0,2018.0,0.0
138,Aregoba Sp. Wo.,5.0,2018.0,0.0
49,Kalu,5.0,2018.0,0.0
48,Worebabu,5.0,2018.0,0.0
121,Abargelie,5.0,2018.0,0.0
33,Raya Kobo,5.0,2018.0,0.0
39,Habru,5.0,2018.0,0.0
38,Guba Lafto,5.0,2018.0,0.0
34,Gidan,5.0,2018.0,0.0
40,Woldia Town,5.0,2018.0,0.0
46,Ambassel,5.0,2018.0,0.0
37,Delanta,5.0,2018.0,0.0
140,Kobo Town,5.0,2018.0,0.0
41,Lasta,5.0,2018.0,0.0
120,Gazgibla,5.0,2018.0,0.0
35,Mekit,5.0,2018.0,0.0
36,Wadla,5.0,2018.0,0.0
32,Bugna,5.0,2018.0,0.0
119,Dehena,5.0,2018.0,0.0
117,Zequala,5.0,2018.0,0.0
118,Seqota,5.0,2018.0,0.0
123,Sekota Town,5.0,2018.0,0.0
122,Sehela,5.0,2018.0,0.0
1,Beyeda,5.0,2018.0,0.0
2,Janamora,5.0,2018.0,0.0
16,Misrak Belesa,5.0,2018.0,0.0
21,Ebinat,5.0,2018.0,0.0
8,Wogera,5.0,2018.0,0.0
15,Mirab Belesa,5.0,2018.0,0.0
3,Debark,5.0,2018.0,0.0
4,Dabat,5.0,2018.0,0.0
19,Tach Armachiho,5.0,2018.0,0.0
6,Tegede,5.0,2018.0,0.0
7,Lay Armachiho,5.0,2018.0,0.0
17,Gondar Town,5.0,2018.0,0.0
9,Gondar Zuria,5.0,2018.0,0.0
22,Libokemkem,5.0,2018.0,0.0
