wid,woreda,doy,year,totprec
23,Fogera,53.0,2018.0,0.1671418185899173
24,Farta,53.0,2018.0,0.01368258244066995
25,Lay Gayint,53.0,2018.0,0.6580091868560396
26,Tach Gayint,53.0,2018.0,2.2900430937532676
27,Simada,53.0,2018.0,2.839973102778707
43,Mekedela,53.0,2018.0,5.724400713009735
53,Sayint,53.0,2018.0,17.888233320919962
28,Estea,53.0,2018.0,0.6969678452579258
31,Andabiet,53.0,2018.0,1.9463408577685797
30,Debre Tabor Town,53.0,2018.0,0.0
29,Dera,53.0,2018.0,0.003306746884698192
104,Bahir Dar Zuria,53.0,2018.0,0.0
137,Bahir Dar Town,53.0,2018.0,0.0
105,Yilmana Densa,53.0,2018.0,0.00987363631730772
87,Hulet Iju Enesie,53.0,2018.0,2.4563180206003716
114,Gonji Kolela,53.0,2018.0,0.06877818679975621
109,Dega Damot,53.0,2018.0,4.390800960916274
106,Mecha,53.0,2018.0,0.0
108,Quarit,53.0,2018.0,3.913784154767457
107,Sekela,53.0,2018.0,0.01832778497345946
111,Jabi Tehnan,53.0,2018.0,2.1202682338720407
86,Bibugn,53.0,2018.0,3.1714887101086378
90,Enarji Enawuga,53.0,2018.0,17.142755707339983
88,Goncha Siso Enese,53.0,2018.0,7.604852135510925
89,Enebse Sar Mider,53.0,2018.0,22.110396966974672
61,Mehal Sayint,53.0,2018.0,25.563973764633204
54,Borena,53.0,2018.0,29.554024847382713
58,Wogedi,53.0,2018.0,8.254475846039231
52,Legambo,53.0,2018.0,14.58926081709782
55,Kelela,53.0,2018.0,4.246032208760772
62,Legehida,53.0,2018.0,1.0801874959154711
56,Jamma,53.0,2018.0,1.1561137683776703
44,Tenta,53.0,2018.0,1.7855471075194718
51,Dessie Zuria,53.0,2018.0,0.6937956932835857
42,Dawunt,53.0,2018.0,0.8903639087621514
45,Kuta Ber,53.0,2018.0,0.49714050212368754
60,Dessie Town,53.0,2018.0,0.022868811561471473
47,Tehulederie,53.0,2018.0,0.1990748045388312
59,Kombolcha Town,53.0,2018.0,0.0
50,Alebuko,53.0,2018.0,0.1064298793206771
57,Wore Illu,53.0,2018.0,0.11289609871628781
68,Gishe Rabel,53.0,2018.0,0.13538336865689643
67,Menz Gera Mider,53.0,2018.0,0.012227296369067732
69,Antsokiya Gemza,53.0,2018.0,0.9061788329692826
136,Kemisie Town,53.0,2018.0,1.2806034088134766
71,Menz Mama Mider,53.0,2018.0,0.13587921755922572
84,Menz Lalo Mider,53.0,2018.0,0.080323450510752
139,Shewa Robit,53.0,2018.0,2.8981426097162517
72,Tarma Ber,53.0,2018.0,1.9601100160696958
73,Mojana Wodera,53.0,2018.0,0.09255425345514195
83,Menz Qeya Gebreal,53.0,2018.0,0.221951075736308
63,Mida Woremo,53.0,2018.0,0.5503525588243605
64,Merehabete,53.0,2018.0,1.0995086911330634
66,Moretina Jiru,53.0,2018.0,1.8146536525323453
81,Basona Worena,53.0,2018.0,0.7399175731458076
85,Seya Deberna Wayu,53.0,2018.0,0.1597924641783823
65,Ensarona Wayo,53.0,2018.0,0.2969680720473356
75,Angolelana Tera,53.0,2018.0,1.7395360403005187
76,Asagirt,53.0,2018.0,1.3724025097294368
77,Ankober,53.0,2018.0,2.7949065233814503
82,Debre Birehan Town,53.0,2018.0,0.04634086788748319
79,Berehet,53.0,2018.0,2.095506107566202
80,Minjarina Shenkora,53.0,2018.0,1.2034678282012856
78,Hagere Mariam Kesem,53.0,2018.0,5.3518708981573
96,Baso Liben,53.0,2018.0,1.559531964159867
93,Debre Elias,53.0,2018.0,0.9460507881021343
95,Gozamin,53.0,2018.0,3.9157896027101606
102,Aneded,53.0,2018.0,5.327599204356457
97,Awabel,53.0,2018.0,8.879696232382347
99,Shebel Berenta,53.0,2018.0,15.253424890534388
98,Dejen,53.0,2018.0,21.90900302623907
92,Debaytelatgen,53.0,2018.0,5.279741201782394
91,Enemay,53.0,2018.0,9.787830835259062
101,Sinan,53.0,2018.0,4.662299379956637
110,Dembecha,53.0,2018.0,3.2634619098073765
94,Machakel,53.0,2018.0,5.430213569859223
100,Debre Markos Town,53.0,2018.0,2.965163907060054
116,Finoteselam Town,53.0,2018.0,0.024467801434648554
112,Burie Zuria,53.0,2018.0,0.010556526882823391
130,Guagusa Shekudad,53.0,2018.0,0.0
125,Banja,53.0,2018.0,0.0
126,Ankesha,53.0,2018.0,0.0
113,Womberma,53.0,2018.0,0.0030413540110764514
127,Guangua,53.0,2018.0,0.0
13,Quara,53.0,2018.0,0.0
129,Jawi,53.0,2018.0,0.0
115,South Achefer,53.0,2018.0,0.0
124,Dangila,53.0,2018.0,0.0
128,Fagita Lekoma,53.0,2018.0,0.0
103,North Achefer,53.0,2018.0,0.0
14,Alefa,53.0,2018.0,0.0
20,Takusa,53.0,2018.0,0.0
12,Metema,53.0,2018.0,0.0
11,Chilga,53.0,2018.0,0.0
5,Mirab Armachiho,53.0,2018.0,0.0
0,Adarkay,53.0,2018.0,0.08446312564591067
18,Telemt,53.0,2018.0,0.13581825243781664
74,Kewet,54.0,2018.0,0.0
133,Jilie Timuga,54.0,2018.0,0.0
70,Efratana Gidim,54.0,2018.0,0.0
134,Artuma Fursi,54.0,2018.0,0.0
131,Dewa Chefa,54.0,2018.0,0.0
135,Dewa Harewa,54.0,2018.0,0.0
132,Bati,54.0,2018.0,0.003102307900355313
138,Aregoba Sp. Wo.,54.0,2018.0,0.0
49,Kalu,54.0,2018.0,0.0017595652621714727
48,Worebabu,54.0,2018.0,0.01903306974816254
121,Abargelie,54.0,2018.0,0.30217443336010136
33,Raya Kobo,54.0,2018.0,0.007253039145227621
39,Habru,54.0,2018.0,0.0
38,Guba Lafto,54.0,2018.0,0.016994135710687804
34,Gidan,54.0,2018.0,0.13579678767527867
40,Woldia Town,54.0,2018.0,0.0
46,Ambassel,54.0,2018.0,0.28505370272925046
37,Delanta,54.0,2018.0,2.584744632543755
140,Kobo Town,54.0,2018.0,0.0
41,Lasta,54.0,2018.0,0.15596615325109592
120,Gazgibla,54.0,2018.0,0.0
35,Mekit,54.0,2018.0,0.5239072646324213
36,Wadla,54.0,2018.0,0.7223870539948621
32,Bugna,54.0,2018.0,0.7948701307703581
119,Dehena,54.0,2018.0,0.35305884832438694
117,Zequala,54.0,2018.0,0.01735810987178162
118,Seqota,54.0,2018.0,3.129863448496265E-4
123,Sekota Town,54.0,2018.0,0.0
122,Sehela,54.0,2018.0,0.08563661474051962
1,Beyeda,54.0,2018.0,1.736912014095206
2,Janamora,54.0,2018.0,0.052109505836107385
16,Misrak Belesa,54.0,2018.0,0.021619562904466202
21,Ebinat,54.0,2018.0,0.5748653436546599
8,Wogera,54.0,2018.0,0.039966691982067315
15,Mirab Belesa,54.0,2018.0,0.006354614698773406
3,Debark,54.0,2018.0,0.18322296421066572
4,Dabat,54.0,2018.0,0.0016823503439740192
19,Tach Armachiho,54.0,2018.0,0.0
6,Tegede,54.0,2018.0,0.0
7,Lay Armachiho,54.0,2018.0,0.0010623407474483358
17,Gondar Town,54.0,2018.0,0.022452901974306858
9,Gondar Zuria,54.0,2018.0,0.0723353491020581
22,Libokemkem,54.0,2018.0,0.0
10,Denbia,54.0,2018.0,0.0
23,Fogera,54.0,2018.0,0.0173323090554337
24,Farta,54.0,2018.0,2.042940033181808
25,Lay Gayint,54.0,2018.0,0.3350908167595812
26,Tach Gayint,54.0,2018.0,0.3558468042801409
27,Simada,54.0,2018.0,0.39710976003013365
43,Mekedela,54.0,2018.0,3.202471809305567
53,Sayint,54.0,2018.0,4.306525550998082
28,Estea,54.0,2018.0,0.35775854800372275
31,Andabiet,54.0,2018.0,0.21554321843731744
30,Debre Tabor Town,54.0,2018.0,2.8561627152193196
29,Dera,54.0,2018.0,0.012184563017238343
104,Bahir Dar Zuria,54.0,2018.0,0.0
137,Bahir Dar Town,54.0,2018.0,0.0
105,Yilmana Densa,54.0,2018.0,0.04102863761045654
87,Hulet Iju Enesie,54.0,2018.0,0.60831629605194
114,Gonji Kolela,54.0,2018.0,0.15361955310432998
109,Dega Damot,54.0,2018.0,0.05647973932161498
106,Mecha,54.0,2018.0,0.0
108,Quarit,54.0,2018.0,0.28352235433465145
107,Sekela,54.0,2018.0,0.24324608308360965
111,Jabi Tehnan,54.0,2018.0,8.057806963556366
86,Bibugn,54.0,2018.0,0.2195957846384981
90,Enarji Enawuga,54.0,2018.0,1.1755464424505366
88,Goncha Siso Enese,54.0,2018.0,0.1812623926601138
89,Enebse Sar Mider,54.0,2018.0,0.588075058579719
61,Mehal Sayint,54.0,2018.0,3.335229011464593
54,Borena,54.0,2018.0,1.3815140979715128
58,Wogedi,54.0,2018.0,4.3870880950184175
52,Legambo,54.0,2018.0,2.731714255886676
55,Kelela,54.0,2018.0,9.178221043256352
62,Legehida,54.0,2018.0,1.1078361793889286
56,Jamma,54.0,2018.0,3.6523453379009947
44,Tenta,54.0,2018.0,5.349760754270571
51,Dessie Zuria,54.0,2018.0,0.10513093372132261
42,Dawunt,54.0,2018.0,0.4061609703142295
45,Kuta Ber,54.0,2018.0,0.10286190678866297
60,Dessie Town,54.0,2018.0,0.0
47,Tehulederie,54.0,2018.0,0.0
59,Kombolcha Town,54.0,2018.0,0.0
50,Alebuko,54.0,2018.0,0.0
57,Wore Illu,54.0,2018.0,0.01144865583339519
68,Gishe Rabel,54.0,2018.0,0.0
67,Menz Gera Mider,54.0,2018.0,0.0013418700915061835
69,Antsokiya Gemza,54.0,2018.0,0.0
136,Kemisie Town,54.0,2018.0,0.0
71,Menz Mama Mider,54.0,2018.0,0.025718434067042068
84,Menz Lalo Mider,54.0,2018.0,0.135341638989472
139,Shewa Robit,54.0,2018.0,0.0
72,Tarma Ber,54.0,2018.0,0.0
73,Mojana Wodera,54.0,2018.0,0.048403967504722804
83,Menz Qeya Gebreal,54.0,2018.0,2.0428233005105056
63,Mida Woremo,54.0,2018.0,14.287619044098985
64,Merehabete,54.0,2018.0,10.49752625391078
66,Moretina Jiru,54.0,2018.0,4.665363011728036
81,Basona Worena,54.0,2018.0,0.07988637256961893
85,Seya Deberna Wayu,54.0,2018.0,1.1566895732675226
65,Ensarona Wayo,54.0,2018.0,9.215404246878533
75,Angolelana Tera,54.0,2018.0,0.09467694923308335
76,Asagirt,54.0,2018.0,0.0
77,Ankober,54.0,2018.0,0.01977228170988576
82,Debre Birehan Town,54.0,2018.0,0.0068435806575044885
79,Berehet,54.0,2018.0,0.0
80,Minjarina Shenkora,54.0,2018.0,0.0
78,Hagere Mariam Kesem,54.0,2018.0,0.0
96,Baso Liben,54.0,2018.0,2.4939746408793186
93,Debre Elias,54.0,2018.0,0.9727490394591222
95,Gozamin,54.0,2018.0,1.8054942983658682
102,Aneded,54.0,2018.0,10.927601862979195
97,Awabel,54.0,2018.0,4.592381377938589
99,Shebel Berenta,54.0,2018.0,0.10156156438258816
98,Dejen,54.0,2018.0,0.6083912615779772
92,Debaytelatgen,54.0,2018.0,1.847368399589278
91,Enemay,54.0,2018.0,2.53395150744547
101,Sinan,54.0,2018.0,1.192202388205322
110,Dembecha,54.0,2018.0,5.846660252017013
94,Machakel,54.0,2018.0,1.9246995306425312
100,Debre Markos Town,54.0,2018.0,5.633106352653762
116,Finoteselam Town,54.0,2018.0,9.896559100970725
112,Burie Zuria,54.0,2018.0,7.635703728216923
130,Guagusa Shekudad,54.0,2018.0,0.6931751090404096
125,Banja,54.0,2018.0,0.001385881446874403
126,Ankesha,54.0,2018.0,1.0413813128866585
113,Womberma,54.0,2018.0,4.98595674071279
127,Guangua,54.0,2018.0,0.05212002510514015
13,Quara,54.0,2018.0,0.0
129,Jawi,54.0,2018.0,0.0
115,South Achefer,54.0,2018.0,0.0
124,Dangila,54.0,2018.0,0.0
128,Fagita Lekoma,54.0,2018.0,0.0
103,North Achefer,54.0,2018.0,0.0
14,Alefa,54.0,2018.0,0.0
20,Takusa,54.0,2018.0,0.0
12,Metema,54.0,2018.0,0.0
11,Chilga,54.0,2018.0,0.0
5,Mirab Armachiho,54.0,2018.0,0.0
0,Adarkay,54.0,2018.0,0.0
18,Telemt,54.0,2018.0,1.7505161716780568
74,Kewet,55.0,2018.0,0.5326840227550417
133,Jilie Timuga,55.0,2018.0,1.129034173615145
70,Efratana Gidim,55.0,2018.0,1.197906423427336
134,Artuma Fursi,55.0,2018.0,1.0970641642180743
131,Dewa Chefa,55.0,2018.0,0.2972673178313381
135,Dewa Harewa,55.0,2018.0,1.492881234380236
132,Bati,55.0,2018.0,0.29445966054316486
138,Aregoba Sp. Wo.,55.0,2018.0,1.354078004872575
49,Kalu,55.0,2018.0,0.18585231274088373
48,Worebabu,55.0,2018.0,0.0
121,Abargelie,55.0,2018.0,0.15446633062822102
33,Raya Kobo,55.0,2018.0,0.366049310396911
39,Habru,55.0,2018.0,0.2781162274343724
38,Guba Lafto,55.0,2018.0,1.4840160880770539
34,Gidan,55.0,2018.0,2.386394233240748
40,Woldia Town,55.0,2018.0,1.0705211329099034
46,Ambassel,55.0,2018.0,0.5465475243010248
37,Delanta,55.0,2018.0,1.0281618861600195
140,Kobo Town,55.0,2018.0,0.0
41,Lasta,55.0,2018.0,2.68788841373074
120,Gazgibla,55.0,2018.0,3.370744364244462
35,Mekit,55.0,2018.0,0.7426055774039598
36,Wadla,55.0,2018.0,1.1003366198628504
32,Bugna,55.0,2018.0,0.3060485200249082
119,Dehena,55.0,2018.0,0.33526798063045826
117,Zequala,55.0,2018.0,0.003467855417072308
118,Seqota,55.0,2018.0,1.30266668257196
123,Sekota Town,55.0,2018.0,1.6552221301751895
122,Sehela,55.0,2018.0,0.18419337402390212
1,Beyeda,55.0,2018.0,0.6935935429166574
2,Janamora,55.0,2018.0,0.5726591526710202
16,Misrak Belesa,55.0,2018.0,0.07968118282561064
21,Ebinat,55.0,2018.0,0.4293677338076665
8,Wogera,55.0,2018.0,0.1265482425535855
15,Mirab Belesa,55.0,2018.0,0.020384240829574483
3,Debark,55.0,2018.0,0.24626419147453013
4,Dabat,55.0,2018.0,0.0
19,Tach Armachiho,55.0,2018.0,0.0
6,Tegede,55.0,2018.0,0.10588949225696342
7,Lay Armachiho,55.0,2018.0,0.002314124417681071
17,Gondar Town,55.0,2018.0,0.1373896430268999
9,Gondar Zuria,55.0,2018.0,0.16762740204854576
22,Libokemkem,55.0,2018.0,0.0
10,Denbia,55.0,2018.0,1.0152886604205824
23,Fogera,55.0,2018.0,0.018970789221004748
24,Farta,55.0,2018.0,0.0664512129673677
25,Lay Gayint,55.0,2018.0,0.2561235470066523
26,Tach Gayint,55.0,2018.0,2.5750473851987725
27,Simada,55.0,2018.0,1.1733848677709173
43,Mekedela,55.0,2018.0,2.3879107226056044
53,Sayint,55.0,2018.0,2.3041847613602573
28,Estea,55.0,2018.0,0.4234515120327747
31,Andabiet,55.0,2018.0,0.808417274324693
30,Debre Tabor Town,55.0,2018.0,0.04287328087036989
29,Dera,55.0,2018.0,0.5426730503749386
104,Bahir Dar Zuria,55.0,2018.0,0.0
137,Bahir Dar Town,55.0,2018.0,0.0
105,Yilmana Densa,55.0,2018.0,0.0
87,Hulet Iju Enesie,55.0,2018.0,0.02454499271557593
114,Gonji Kolela,55.0,2018.0,0.0
109,Dega Damot,55.0,2018.0,0.025482771276410063
106,Mecha,55.0,2018.0,0.0
108,Quarit,55.0,2018.0,0.0
107,Sekela,55.0,2018.0,0.9149678479092602
111,Jabi Tehnan,55.0,2018.0,0.03698197633435554
86,Bibugn,55.0,2018.0,0.4824331818767772
90,Enarji Enawuga,55.0,2018.0,1.444435773785838
88,Goncha Siso Enese,55.0,2018.0,0.0957747235550109
89,Enebse Sar Mider,55.0,2018.0,0.39405796316977665
61,Mehal Sayint,55.0,2018.0,1.7627938579715723
54,Borena,55.0,2018.0,1.8627037229836843
58,Wogedi,55.0,2018.0,5.042840702173434
52,Legambo,55.0,2018.0,3.746952552325523
55,Kelela,55.0,2018.0,7.340605301789325
62,Legehida,55.0,2018.0,6.338907789669777
56,Jamma,55.0,2018.0,4.124082203784342
44,Tenta,55.0,2018.0,1.5430257427256924
51,Dessie Zuria,55.0,2018.0,1.6609992455400877
42,Dawunt,55.0,2018.0,1.4923192905459102
45,Kuta Ber,55.0,2018.0,2.282584346454555
60,Dessie Town,55.0,2018.0,0.030152834262762274
47,Tehulederie,55.0,2018.0,1.045824895390889E-4
59,Kombolcha Town,55.0,2018.0,0.040571267564829275
50,Alebuko,55.0,2018.0,0.5234251892222576
57,Wore Illu,55.0,2018.0,1.7070780966868337
68,Gishe Rabel,55.0,2018.0,2.0803688709913493
67,Menz Gera Mider,55.0,2018.0,2.9775110997803154
69,Antsokiya Gemza,55.0,2018.0,0.006668414886908515
136,Kemisie Town,55.0,2018.0,0.0
71,Menz Mama Mider,55.0,2018.0,1.5603717703863613
84,Menz Lalo Mider,55.0,2018.0,3.322469253973186
139,Shewa Robit,55.0,2018.0,3.378057730532139E-4
72,Tarma Ber,55.0,2018.0,0.7711146917698473
73,Mojana Wodera,55.0,2018.0,0.7582436036804974
83,Menz Qeya Gebreal,55.0,2018.0,3.5106467361546483
63,Mida Woremo,55.0,2018.0,5.007536710911881
64,Merehabete,55.0,2018.0,6.540979800500247
66,Moretina Jiru,55.0,2018.0,4.758658255944219
81,Basona Worena,55.0,2018.0,0.5141477987481639
85,Seya Deberna Wayu,55.0,2018.0,3.10605029779931
65,Ensarona Wayo,55.0,2018.0,9.94736721606937
75,Angolelana Tera,55.0,2018.0,0.11804380482030055
76,Asagirt,55.0,2018.0,0.0
77,Ankober,55.0,2018.0,0.37876671054869465
82,Debre Birehan Town,55.0,2018.0,0.1332848313068405
79,Berehet,55.0,2018.0,0.0
80,Minjarina Shenkora,55.0,2018.0,0.0
78,Hagere Mariam Kesem,55.0,2018.0,0.0012859869189803272
96,Baso Liben,55.0,2018.0,5.928031543532317
93,Debre Elias,55.0,2018.0,0.6456118516305682
95,Gozamin,55.0,2018.0,3.2033830068381097
102,Aneded,55.0,2018.0,9.952495660434826
97,Awabel,55.0,2018.0,9.662424521409765
99,Shebel Berenta,55.0,2018.0,5.637177563659486
98,Dejen,55.0,2018.0,5.522075046522502
92,Debaytelatgen,55.0,2018.0,4.080710099835747
91,Enemay,55.0,2018.0,6.426472323956615
101,Sinan,55.0,2018.0,1.5674932600843716
110,Dembecha,55.0,2018.0,0.0028476161497284964
94,Machakel,55.0,2018.0,0.13153633467768264
100,Debre Markos Town,55.0,2018.0,2.5065498299907993
116,Finoteselam Town,55.0,2018.0,0.0
112,Burie Zuria,55.0,2018.0,0.4774046553406071
130,Guagusa Shekudad,55.0,2018.0,0.7261181214757937
125,Banja,55.0,2018.0,0.014822079094878702
126,Ankesha,55.0,2018.0,0.004517286340893416
113,Womberma,55.0,2018.0,0.0
127,Guangua,55.0,2018.0,0.0
13,Quara,55.0,2018.0,0.0
129,Jawi,55.0,2018.0,0.0
115,South Achefer,55.0,2018.0,0.0
124,Dangila,55.0,2018.0,0.0
128,Fagita Lekoma,55.0,2018.0,0.005262099427967157
103,North Achefer,55.0,2018.0,0.0
14,Alefa,55.0,2018.0,0.0
20,Takusa,55.0,2018.0,0.0
12,Metema,55.0,2018.0,0.0
11,Chilga,55.0,2018.0,0.0
5,Mirab Armachiho,55.0,2018.0,0.0
0,Adarkay,55.0,2018.0,0.0
18,Telemt,55.0,2018.0,0.025164955126018882
74,Kewet,56.0,2018.0,9.780027475918956
133,Jilie Timuga,56.0,2018.0,4.74995948768418
70,Efratana Gidim,56.0,2018.0,9.630914650093143
134,Artuma Fursi,56.0,2018.0,5.746299794253836
131,Dewa Chefa,56.0,2018.0,9.976843376243421
135,Dewa Harewa,56.0,2018.0,11.004798260501042
132,Bati,56.0,2018.0,4.871323876360699
138,Aregoba Sp. Wo.,56.0,2018.0,11.232918480609488
49,Kalu,56.0,2018.0,2.621377121261024
48,Worebabu,56.0,2018.0,0.24895375271783748
121,Abargelie,56.0,2018.0,0.0
33,Raya Kobo,56.0,2018.0,0.0036643645515922266
39,Habru,56.0,2018.0,0.061839995683568766
38,Guba Lafto,56.0,2018.0,0.015963716257162353
34,Gidan,56.0,2018.0,0.0
40,Woldia Town,56.0,2018.0,0.0
46,Ambassel,56.0,2018.0,0.03575450082597145
37,Delanta,56.0,2018.0,0.0
140,Kobo Town,56.0,2018.0,0.0
41,Lasta,56.0,2018.0,0.0
120,Gazgibla,56.0,2018.0,0.0
35,Mekit,56.0,2018.0,0.0
36,Wadla,56.0,2018.0,0.0
32,Bugna,56.0,2018.0,0.0
119,Dehena,56.0,2018.0,0.0
117,Zequala,56.0,2018.0,0.0
118,Seqota,56.0,2018.0,0.0
123,Sekota Town,56.0,2018.0,0.0
122,Sehela,56.0,2018.0,0.05096577643484268
1,Beyeda,56.0,2018.0,0.048077647958172404
2,Janamora,56.0,2018.0,0.018028082756444328
16,Misrak Belesa,56.0,2018.0,0.0
21,Ebinat,56.0,2018.0,0.0
8,Wogera,56.0,2018.0,0.0
15,Mirab Belesa,56.0,2018.0,0.0
3,Debark,56.0,2018.0,0.0
4,Dabat,56.0,2018.0,0.0
19,Tach Armachiho,56.0,2018.0,0.0
6,Tegede,56.0,2018.0,0.023404450773940714
7,Lay Armachiho,56.0,2018.0,0.0
17,Gondar Town,56.0,2018.0,0.013395013072240038
9,Gondar Zuria,56.0,2018.0,0.07894731901993875
22,Libokemkem,56.0,2018.0,0.0
10,Denbia,56.0,2018.0,0.0
23,Fogera,56.0,2018.0,0.0
24,Farta,56.0,2018.0,0.0
25,Lay Gayint,56.0,2018.0,0.0
26,Tach Gayint,56.0,2018.0,0.006098527025884715
27,Simada,56.0,2018.0,0.0
43,Mekedela,56.0,2018.0,0.30035757368780713
53,Sayint,56.0,2018.0,0.4033237801986977
28,Estea,56.0,2018.0,0.0
31,Andabiet,56.0,2018.0,0.0
30,Debre Tabor Town,56.0,2018.0,0.0
29,Dera,56.0,2018.0,0.0
104,Bahir Dar Zuria,56.0,2018.0,0.0
137,Bahir Dar Town,56.0,2018.0,0.0
105,Yilmana Densa,56.0,2018.0,0.0
87,Hulet Iju Enesie,56.0,2018.0,0.008956019156239345
114,Gonji Kolela,56.0,2018.0,0.0
109,Dega Damot,56.0,2018.0,0.0
106,Mecha,56.0,2018.0,0.0
108,Quarit,56.0,2018.0,0.0
107,Sekela,56.0,2018.0,0.02073691344283014
111,Jabi Tehnan,56.0,2018.0,0.7216626436481794
86,Bibugn,56.0,2018.0,0.0
90,Enarji Enawuga,56.0,2018.0,0.5354918891674957
88,Goncha Siso Enese,56.0,2018.0,0.0
89,Enebse Sar Mider,56.0,2018.0,3.195311194277298E-4
61,Mehal Sayint,56.0,2018.0,0.0
54,Borena,56.0,2018.0,0.011583698134479235
58,Wogedi,56.0,2018.0,0.05759610337579887
52,Legambo,56.0,2018.0,0.6219426826827422
55,Kelela,56.0,2018.0,0.00999278854325789
62,Legehida,56.0,2018.0,0.7476996715708198
56,Jamma,56.0,2018.0,0.529027728776673
44,Tenta,56.0,2018.0,0.1074781945363189
51,Dessie Zuria,56.0,2018.0,0.2541330193339005
42,Dawunt,56.0,2018.0,0.29596725523432066
45,Kuta Ber,56.0,2018.0,0.05139560370920579
60,Dessie Town,56.0,2018.0,1.0475806946478101
47,Tehulederie,56.0,2018.0,0.7188232542079523
59,Kombolcha Town,56.0,2018.0,1.6404664727985891
50,Alebuko,56.0,2018.0,6.761976991324186
57,Wore Illu,56.0,2018.0,5.061810762433655
68,Gishe Rabel,56.0,2018.0,13.234185129956405
67,Menz Gera Mider,56.0,2018.0,10.660068614788829
69,Antsokiya Gemza,56.0,2018.0,16.02711051142883
136,Kemisie Town,56.0,2018.0,12.568885274231434
71,Menz Mama Mider,56.0,2018.0,9.525269193171015
84,Menz Lalo Mider,56.0,2018.0,5.754913631584271
139,Shewa Robit,56.0,2018.0,10.316019640559466
72,Tarma Ber,56.0,2018.0,7.091199564978161
73,Mojana Wodera,56.0,2018.0,6.324200602261753
83,Menz Qeya Gebreal,56.0,2018.0,1.8462207011399006
63,Mida Woremo,56.0,2018.0,1.5553391495778073
64,Merehabete,56.0,2018.0,3.667552214440354
66,Moretina Jiru,56.0,2018.0,2.887132666425664
81,Basona Worena,56.0,2018.0,4.736239127875078
85,Seya Deberna Wayu,56.0,2018.0,2.8809518505056166
65,Ensarona Wayo,56.0,2018.0,0.45565997426078464
75,Angolelana Tera,56.0,2018.0,4.014503261205826
76,Asagirt,56.0,2018.0,1.9815187862286725
77,Ankober,56.0,2018.0,3.92007150783938
82,Debre Birehan Town,56.0,2018.0,3.96564639030975
79,Berehet,56.0,2018.0,0.40288914857885827
80,Minjarina Shenkora,56.0,2018.0,3.5426803639858204
78,Hagere Mariam Kesem,56.0,2018.0,1.5721031990467504
96,Baso Liben,56.0,2018.0,0.07382062676648508
93,Debre Elias,56.0,2018.0,0.6010539598771816
95,Gozamin,56.0,2018.0,2.1678201462989804E-4
102,Aneded,56.0,2018.0,0.28445389096601964
97,Awabel,56.0,2018.0,0.7868705281618081
99,Shebel Berenta,56.0,2018.0,0.39451450637362484
98,Dejen,56.0,2018.0,0.12380922949475821
92,Debaytelatgen,56.0,2018.0,2.5379140318083686
91,Enemay,56.0,2018.0,1.831059912206368
101,Sinan,56.0,2018.0,0.0
110,Dembecha,56.0,2018.0,0.5696235053984764
94,Machakel,56.0,2018.0,0.1730024968994164
100,Debre Markos Town,56.0,2018.0,0.0
116,Finoteselam Town,56.0,2018.0,0.4991975325330725
112,Burie Zuria,56.0,2018.0,0.9426331006091041
130,Guagusa Shekudad,56.0,2018.0,0.03142033667830135
125,Banja,56.0,2018.0,0.0
126,Ankesha,56.0,2018.0,0.026046349391279814
113,Womberma,56.0,2018.0,0.40953560563672115
127,Guangua,56.0,2018.0,0.0
13,Quara,56.0,2018.0,0.0
129,Jawi,56.0,2018.0,0.0
115,South Achefer,56.0,2018.0,0.0
124,Dangila,56.0,2018.0,0.0
128,Fagita Lekoma,56.0,2018.0,0.0
103,North Achefer,56.0,2018.0,0.0
14,Alefa,56.0,2018.0,0.0
20,Takusa,56.0,2018.0,0.0
12,Metema,56.0,2018.0,0.0
11,Chilga,56.0,2018.0,0.0
5,Mirab Armachiho,56.0,2018.0,0.0
0,Adarkay,56.0,2018.0,0.0
18,Telemt,56.0,2018.0,4.6008919245353033E-4
74,Kewet,57.0,2018.0,0.39103899696929945
133,Jilie Timuga,57.0,2018.0,0.3846990700845833
70,Efratana Gidim,57.0,2018.0,0.844817668905278
134,Artuma Fursi,57.0,2018.0,0.01607193548688921
131,Dewa Chefa,57.0,2018.0,0.05813425681308812
135,Dewa Harewa,57.0,2018.0,0.014986222402445194
132,Bati,57.0,2018.0,0.006338479436503437
138,Aregoba Sp. Wo.,57.0,2018.0,0.0
49,Kalu,57.0,2018.0,0.24749696884965858
48,Worebabu,57.0,2018.0,0.15271345253804924
121,Abargelie,57.0,2018.0,0.07389546532007489
33,Raya Kobo,57.0,2018.0,0.0
39,Habru,57.0,2018.0,0.02384880559980155
38,Guba Lafto,57.0,2018.0,0.11467451278489302
34,Gidan,57.0,2018.0,0.020317359411228218
40,Woldia Town,57.0,2018.0,0.0
46,Ambassel,57.0,2018.0,0.0026423183203354884
37,Delanta,57.0,2018.0,0.055796985407325625
140,Kobo Town,57.0,2018.0,0.0
41,Lasta,57.0,2018.0,0.0
120,Gazgibla,57.0,2018.0,0.03893218141173687
35,Mekit,57.0,2018.0,0.01540788730002944
36,Wadla,57.0,2018.0,0.05982738777320384
32,Bugna,57.0,2018.0,0.0
119,Dehena,57.0,2018.0,0.0
117,Zequala,57.0,2018.0,0.0
118,Seqota,57.0,2018.0,0.0014032275027762078
123,Sekota Town,57.0,2018.0,0.0
122,Sehela,57.0,2018.0,0.00730232635545105
