wid,woreda,doy,year,totprec
7,Lay Armachiho,362.0,2018.0,0.0
17,Gondar Town,362.0,2018.0,0.0
9,Gondar Zuria,362.0,2018.0,0.0
22,Libokemkem,362.0,2018.0,0.0
10,Denbia,362.0,2018.0,0.0
23,Fogera,362.0,2018.0,0.0
24,Farta,362.0,2018.0,0.0
25,Lay Gayint,362.0,2018.0,0.0
26,Tach Gayint,362.0,2018.0,0.0
27,Simada,362.0,2018.0,0.0
43,Mekedela,362.0,2018.0,0.0
53,Sayint,362.0,2018.0,0.0
28,Estea,362.0,2018.0,0.0
31,Andabiet,362.0,2018.0,0.0
30,Debre Tabor Town,362.0,2018.0,0.0
29,Dera,362.0,2018.0,0.0
104,Bahir Dar Zuria,362.0,2018.0,0.0
137,Bahir Dar Town,362.0,2018.0,0.0
105,Yilmana Densa,362.0,2018.0,0.0
87,Hulet Iju Enesie,362.0,2018.0,0.05304705849252667
114,Gonji Kolela,362.0,2018.0,0.16511227870039305
109,Dega Damot,362.0,2018.0,0.047481451278041015
106,Mecha,362.0,2018.0,0.0
108,Quarit,362.0,2018.0,0.0
107,Sekela,362.0,2018.0,0.33612746537679367
111,Jabi Tehnan,362.0,2018.0,0.011103505599804137
86,Bibugn,362.0,2018.0,0.044685886862493356
90,Enarji Enawuga,362.0,2018.0,0.04608763200638865
88,Goncha Siso Enese,362.0,2018.0,0.0
89,Enebse Sar Mider,362.0,2018.0,0.0
61,Mehal Sayint,362.0,2018.0,0.0
54,Borena,362.0,2018.0,0.0
58,Wogedi,362.0,2018.0,0.0
52,Legambo,362.0,2018.0,0.0
55,Kelela,362.0,2018.0,0.0
62,Legehida,362.0,2018.0,0.0
56,Jamma,362.0,2018.0,0.028126024632175176
44,Tenta,362.0,2018.0,0.0
51,Dessie Zuria,362.0,2018.0,0.030094229417313427
42,Dawunt,362.0,2018.0,0.0
45,Kuta Ber,362.0,2018.0,0.0
60,Dessie Town,362.0,2018.0,0.02590492339787404
47,Tehulederie,362.0,2018.0,0.019153125432594238
59,Kombolcha Town,362.0,2018.0,0.14039413352705593
50,Alebuko,362.0,2018.0,0.0
57,Wore Illu,362.0,2018.0,2.259841764841706E-4
68,Gishe Rabel,362.0,2018.0,0.0
67,Menz Gera Mider,362.0,2018.0,0.0709589056790992
69,Antsokiya Gemza,362.0,2018.0,0.004138537912078604
136,Kemisie Town,362.0,2018.0,0.0
71,Menz Mama Mider,362.0,2018.0,0.05161831342414583
84,Menz Lalo Mider,362.0,2018.0,0.05907113482011788
139,Shewa Robit,362.0,2018.0,0.0
72,Tarma Ber,362.0,2018.0,0.0
73,Mojana Wodera,362.0,2018.0,0.01771591275019205
83,Menz Qeya Gebreal,362.0,2018.0,0.005052133609612081
63,Mida Woremo,362.0,2018.0,0.0
64,Merehabete,362.0,2018.0,0.0
66,Moretina Jiru,362.0,2018.0,0.0
81,Basona Worena,362.0,2018.0,0.019700339993537458
85,Seya Deberna Wayu,362.0,2018.0,0.1079992548042872
65,Ensarona Wayo,362.0,2018.0,0.05659460350798019
75,Angolelana Tera,362.0,2018.0,0.04953730668344103
76,Asagirt,362.0,2018.0,0.0024417587169139345
77,Ankober,362.0,2018.0,0.0
82,Debre Birehan Town,362.0,2018.0,0.0
79,Berehet,362.0,2018.0,0.0047601232889826145
80,Minjarina Shenkora,362.0,2018.0,7.096915686858438E-5
78,Hagere Mariam Kesem,362.0,2018.0,0.0016612064121662904
96,Baso Liben,362.0,2018.0,0.0019140934772344921
93,Debre Elias,362.0,2018.0,7.873005545841356E-4
95,Gozamin,362.0,2018.0,0.0
102,Aneded,362.0,2018.0,0.0
97,Awabel,362.0,2018.0,0.0
99,Shebel Berenta,362.0,2018.0,0.0
98,Dejen,362.0,2018.0,0.0
92,Debaytelatgen,362.0,2018.0,0.024362770404707162
91,Enemay,362.0,2018.0,0.05007537535559707
101,Sinan,362.0,2018.0,0.0
110,Dembecha,362.0,2018.0,0.0
94,Machakel,362.0,2018.0,0.0
100,Debre Markos Town,362.0,2018.0,0.0
116,Finoteselam Town,362.0,2018.0,0.0
112,Burie Zuria,362.0,2018.0,0.05548468889347929
130,Guagusa Shekudad,362.0,2018.0,0.13217188310564898
125,Banja,362.0,2018.0,0.2538575757290151
126,Ankesha,362.0,2018.0,0.05019301629863874
113,Womberma,362.0,2018.0,0.0
127,Guangua,362.0,2018.0,1.4761791782806028E-4
13,Quara,362.0,2018.0,0.40669028686428377
129,Jawi,362.0,2018.0,0.23522661909123888
115,South Achefer,362.0,2018.0,0.0
124,Dangila,362.0,2018.0,0.0
128,Fagita Lekoma,362.0,2018.0,0.20098315999212552
103,North Achefer,362.0,2018.0,0.0
14,Alefa,362.0,2018.0,5.65205889108349E-5
20,Takusa,362.0,2018.0,0.06422352321447328
12,Metema,362.0,2018.0,0.2833356624505123
11,Chilga,362.0,2018.0,0.003910543852987092
5,Mirab Armachiho,362.0,2018.0,0.06658318683846402
0,Adarkay,362.0,2018.0,0.03123682844400825
18,Telemt,362.0,2018.0,0.029692492688499942
74,Kewet,363.0,2018.0,0.0
133,Jilie Timuga,363.0,2018.0,0.0
70,Efratana Gidim,363.0,2018.0,0.0
134,Artuma Fursi,363.0,2018.0,0.0
131,Dewa Chefa,363.0,2018.0,0.0
135,Dewa Harewa,363.0,2018.0,0.0
132,Bati,363.0,2018.0,0.02580492757985692
138,Aregoba Sp. Wo.,363.0,2018.0,0.0
49,Kalu,363.0,2018.0,0.11979059212601921
48,Worebabu,363.0,2018.0,0.006190397352382628
121,Abargelie,363.0,2018.0,0.019138646558174394
33,Raya Kobo,363.0,2018.0,0.0
39,Habru,363.0,2018.0,0.0
38,Guba Lafto,363.0,2018.0,0.011190444118352067
34,Gidan,363.0,2018.0,0.0
40,Woldia Town,363.0,2018.0,0.0
46,Ambassel,363.0,2018.0,0.0
37,Delanta,363.0,2018.0,0.02782791283550435
140,Kobo Town,363.0,2018.0,0.0
41,Lasta,363.0,2018.0,0.0
120,Gazgibla,363.0,2018.0,0.0
35,Mekit,363.0,2018.0,0.0
36,Wadla,363.0,2018.0,0.20901802564081962
32,Bugna,363.0,2018.0,0.0
119,Dehena,363.0,2018.0,0.0
117,Zequala,363.0,2018.0,2.9125733390365414E-4
118,Seqota,363.0,2018.0,0.0
123,Sekota Town,363.0,2018.0,0.0
122,Sehela,363.0,2018.0,0.12610899510032542
1,Beyeda,363.0,2018.0,0.7310406250422328
2,Janamora,363.0,2018.0,0.347491777942851
16,Misrak Belesa,363.0,2018.0,0.0
21,Ebinat,363.0,2018.0,0.0
8,Wogera,363.0,2018.0,0.01174038666523182
15,Mirab Belesa,363.0,2018.0,0.007350178736593417
3,Debark,363.0,2018.0,5.054301217199496E-4
4,Dabat,363.0,2018.0,0.0
19,Tach Armachiho,363.0,2018.0,0.0
6,Tegede,363.0,2018.0,0.0
7,Lay Armachiho,363.0,2018.0,6.638558121911718E-4
17,Gondar Town,363.0,2018.0,0.042032014248037354
9,Gondar Zuria,363.0,2018.0,0.23593151643230323
22,Libokemkem,363.0,2018.0,0.0
10,Denbia,363.0,2018.0,0.0
23,Fogera,363.0,2018.0,0.0
24,Farta,363.0,2018.0,0.0
25,Lay Gayint,363.0,2018.0,0.0
26,Tach Gayint,363.0,2018.0,0.0
27,Simada,363.0,2018.0,0.0
43,Mekedela,363.0,2018.0,0.0
53,Sayint,363.0,2018.0,0.0
28,Estea,363.0,2018.0,0.0
31,Andabiet,363.0,2018.0,0.0
30,Debre Tabor Town,363.0,2018.0,0.0
29,Dera,363.0,2018.0,0.0
104,Bahir Dar Zuria,363.0,2018.0,0.0
137,Bahir Dar Town,363.0,2018.0,0.0
105,Yilmana Densa,363.0,2018.0,0.1556486201119484
87,Hulet Iju Enesie,363.0,2018.0,8.802794539289337E-5
114,Gonji Kolela,363.0,2018.0,0.0
109,Dega Damot,363.0,2018.0,0.44394621471959805
106,Mecha,363.0,2018.0,0.40193205104308427
108,Quarit,363.0,2018.0,1.3888711590884235
107,Sekela,363.0,2018.0,6.21846584247543
111,Jabi Tehnan,363.0,2018.0,2.0105333698641386
86,Bibugn,363.0,2018.0,0.0
90,Enarji Enawuga,363.0,2018.0,0.007223040640687118
88,Goncha Siso Enese,363.0,2018.0,0.0
89,Enebse Sar Mider,363.0,2018.0,0.0
61,Mehal Sayint,363.0,2018.0,0.0
54,Borena,363.0,2018.0,0.0
58,Wogedi,363.0,2018.0,0.0
52,Legambo,363.0,2018.0,0.0
55,Kelela,363.0,2018.0,0.0
62,Legehida,363.0,2018.0,0.0
56,Jamma,363.0,2018.0,0.0
44,Tenta,363.0,2018.0,0.0
51,Dessie Zuria,363.0,2018.0,0.017155753957722328
42,Dawunt,363.0,2018.0,0.0
45,Kuta Ber,363.0,2018.0,0.0
60,Dessie Town,363.0,2018.0,0.0
47,Tehulederie,363.0,2018.0,0.0
59,Kombolcha Town,363.0,2018.0,0.0
50,Alebuko,363.0,2018.0,0.0
57,Wore Illu,363.0,2018.0,0.0
68,Gishe Rabel,363.0,2018.0,0.0
67,Menz Gera Mider,363.0,2018.0,0.0
69,Antsokiya Gemza,363.0,2018.0,0.0
136,Kemisie Town,363.0,2018.0,0.0
71,Menz Mama Mider,363.0,2018.0,0.003376584787350259
84,Menz Lalo Mider,363.0,2018.0,0.0010499347243478625
139,Shewa Robit,363.0,2018.0,0.0
72,Tarma Ber,363.0,2018.0,0.0
73,Mojana Wodera,363.0,2018.0,0.017985745917557944
83,Menz Qeya Gebreal,363.0,2018.0,4.928224085368284E-5
63,Mida Woremo,363.0,2018.0,0.0
64,Merehabete,363.0,2018.0,0.0
66,Moretina Jiru,363.0,2018.0,0.0
81,Basona Worena,363.0,2018.0,0.07312013278939307
85,Seya Deberna Wayu,363.0,2018.0,0.11266675954863994
65,Ensarona Wayo,363.0,2018.0,0.062254066894749334
75,Angolelana Tera,363.0,2018.0,0.04984670957533817
76,Asagirt,363.0,2018.0,0.014849809026967618
77,Ankober,363.0,2018.0,0.0068083467559396
82,Debre Birehan Town,363.0,2018.0,0.17860738447242813
79,Berehet,363.0,2018.0,0.05094757969299275
80,Minjarina Shenkora,363.0,2018.0,0.0
78,Hagere Mariam Kesem,363.0,2018.0,0.005970369716440678
96,Baso Liben,363.0,2018.0,0.0
93,Debre Elias,363.0,2018.0,0.0
95,Gozamin,363.0,2018.0,0.009753368867263829
102,Aneded,363.0,2018.0,0.026671707623683438
97,Awabel,363.0,2018.0,0.0
99,Shebel Berenta,363.0,2018.0,0.0
98,Dejen,363.0,2018.0,0.0
92,Debaytelatgen,363.0,2018.0,0.0022617307547036325
91,Enemay,363.0,2018.0,0.008836830906376237
101,Sinan,363.0,2018.0,0.0
110,Dembecha,363.0,2018.0,0.0026596017847575026
94,Machakel,363.0,2018.0,0.0
100,Debre Markos Town,363.0,2018.0,0.0
116,Finoteselam Town,363.0,2018.0,1.5043745267474367
112,Burie Zuria,363.0,2018.0,1.040757368051635
130,Guagusa Shekudad,363.0,2018.0,4.925583718133991
125,Banja,363.0,2018.0,3.695939266194564
126,Ankesha,363.0,2018.0,1.7638038278704378
113,Womberma,363.0,2018.0,0.016215297580043905
127,Guangua,363.0,2018.0,0.24845977879559028
13,Quara,363.0,2018.0,0.0
129,Jawi,363.0,2018.0,0.0
115,South Achefer,363.0,2018.0,0.0
124,Dangila,363.0,2018.0,0.009663437649770647
128,Fagita Lekoma,363.0,2018.0,0.645053480258707
103,North Achefer,363.0,2018.0,0.0
14,Alefa,363.0,2018.0,0.0
20,Takusa,363.0,2018.0,0.0
12,Metema,363.0,2018.0,0.0
11,Chilga,363.0,2018.0,0.0
5,Mirab Armachiho,363.0,2018.0,0.0
0,Adarkay,363.0,2018.0,0.02636906698894607
18,Telemt,363.0,2018.0,0.00203743998520689
74,Kewet,364.0,2018.0,0.0
133,Jilie Timuga,364.0,2018.0,0.0018384954652952892
70,Efratana Gidim,364.0,2018.0,0.0
134,Artuma Fursi,364.0,2018.0,0.0
131,Dewa Chefa,364.0,2018.0,0.0
135,Dewa Harewa,364.0,2018.0,0.0
132,Bati,364.0,2018.0,0.0016829301068035604
138,Aregoba Sp. Wo.,364.0,2018.0,0.0
49,Kalu,364.0,2018.0,0.011719038015368693
48,Worebabu,364.0,2018.0,0.017513310609506776
121,Abargelie,364.0,2018.0,0.0
33,Raya Kobo,364.0,2018.0,0.0
39,Habru,364.0,2018.0,0.005785758502229074
38,Guba Lafto,364.0,2018.0,2.108207959377781E-4
34,Gidan,364.0,2018.0,0.0
40,Woldia Town,364.0,2018.0,0.0
46,Ambassel,364.0,2018.0,0.10707625678774879
37,Delanta,364.0,2018.0,0.001766125361566189
140,Kobo Town,364.0,2018.0,0.0
41,Lasta,364.0,2018.0,0.0
120,Gazgibla,364.0,2018.0,0.0
35,Mekit,364.0,2018.0,0.0
36,Wadla,364.0,2018.0,0.016359610636862747
32,Bugna,364.0,2018.0,0.0
119,Dehena,364.0,2018.0,0.0
117,Zequala,364.0,2018.0,0.0
118,Seqota,364.0,2018.0,0.0
123,Sekota Town,364.0,2018.0,0.0
122,Sehela,364.0,2018.0,0.0
1,Beyeda,364.0,2018.0,0.0
2,Janamora,364.0,2018.0,0.0
16,Misrak Belesa,364.0,2018.0,0.0
21,Ebinat,364.0,2018.0,0.0
8,Wogera,364.0,2018.0,0.0
15,Mirab Belesa,364.0,2018.0,0.0
3,Debark,364.0,2018.0,0.0
4,Dabat,364.0,2018.0,0.0
19,Tach Armachiho,364.0,2018.0,0.0
6,Tegede,364.0,2018.0,0.0
7,Lay Armachiho,364.0,2018.0,0.0
17,Gondar Town,364.0,2018.0,0.0
9,Gondar Zuria,364.0,2018.0,0.0
22,Libokemkem,364.0,2018.0,0.0
10,Denbia,364.0,2018.0,0.0
23,Fogera,364.0,2018.0,0.0
24,Farta,364.0,2018.0,0.0
25,Lay Gayint,364.0,2018.0,0.0
26,Tach Gayint,364.0,2018.0,0.0
27,Simada,364.0,2018.0,0.0
43,Mekedela,364.0,2018.0,0.0
53,Sayint,364.0,2018.0,0.0
28,Estea,364.0,2018.0,0.0
31,Andabiet,364.0,2018.0,0.0
30,Debre Tabor Town,364.0,2018.0,0.0
29,Dera,364.0,2018.0,0.0
104,Bahir Dar Zuria,364.0,2018.0,0.0
137,Bahir Dar Town,364.0,2018.0,0.0
105,Yilmana Densa,364.0,2018.0,0.0
87,Hulet Iju Enesie,364.0,2018.0,0.0
114,Gonji Kolela,364.0,2018.0,0.0
109,Dega Damot,364.0,2018.0,0.0
106,Mecha,364.0,2018.0,0.0
108,Quarit,364.0,2018.0,0.0
107,Sekela,364.0,2018.0,0.0
111,Jabi Tehnan,364.0,2018.0,0.0
86,Bibugn,364.0,2018.0,0.0
90,Enarji Enawuga,364.0,2018.0,0.0
88,Goncha Siso Enese,364.0,2018.0,0.0
89,Enebse Sar Mider,364.0,2018.0,0.0
61,Mehal Sayint,364.0,2018.0,0.0
54,Borena,364.0,2018.0,0.0
58,Wogedi,364.0,2018.0,0.0
52,Legambo,364.0,2018.0,0.0
55,Kelela,364.0,2018.0,0.0
62,Legehida,364.0,2018.0,0.0
56,Jamma,364.0,2018.0,0.0
44,Tenta,364.0,2018.0,0.0
51,Dessie Zuria,364.0,2018.0,0.003842766506601754
42,Dawunt,364.0,2018.0,0.0
45,Kuta Ber,364.0,2018.0,0.051633356374230485
60,Dessie Town,364.0,2018.0,0.2483088637363035
47,Tehulederie,364.0,2018.0,0.5599498489380234
59,Kombolcha Town,364.0,2018.0,0.018706051151213442
50,Alebuko,364.0,2018.0,1.1190976790051832E-4
57,Wore Illu,364.0,2018.0,0.0
68,Gishe Rabel,364.0,2018.0,0.0
67,Menz Gera Mider,364.0,2018.0,0.0
69,Antsokiya Gemza,364.0,2018.0,0.0
136,Kemisie Town,364.0,2018.0,0.0
71,Menz Mama Mider,364.0,2018.0,0.0
84,Menz Lalo Mider,364.0,2018.0,0.0
139,Shewa Robit,364.0,2018.0,0.0
72,Tarma Ber,364.0,2018.0,0.0
73,Mojana Wodera,364.0,2018.0,0.0
83,Menz Qeya Gebreal,364.0,2018.0,0.0
63,Mida Woremo,364.0,2018.0,0.0
64,Merehabete,364.0,2018.0,0.0
66,Moretina Jiru,364.0,2018.0,0.0
81,Basona Worena,364.0,2018.0,0.0
85,Seya Deberna Wayu,364.0,2018.0,0.0
65,Ensarona Wayo,364.0,2018.0,0.0
75,Angolelana Tera,364.0,2018.0,0.0
76,Asagirt,364.0,2018.0,0.0
77,Ankober,364.0,2018.0,0.0
82,Debre Birehan Town,364.0,2018.0,0.0
79,Berehet,364.0,2018.0,0.0
80,Minjarina Shenkora,364.0,2018.0,0.0
78,Hagere Mariam Kesem,364.0,2018.0,0.0
96,Baso Liben,364.0,2018.0,0.0
93,Debre Elias,364.0,2018.0,0.0
95,Gozamin,364.0,2018.0,0.0
102,Aneded,364.0,2018.0,0.0
97,Awabel,364.0,2018.0,0.0
99,Shebel Berenta,364.0,2018.0,0.0
98,Dejen,364.0,2018.0,0.0
92,Debaytelatgen,364.0,2018.0,0.0
91,Enemay,364.0,2018.0,0.0
101,Sinan,364.0,2018.0,0.0
110,Dembecha,364.0,2018.0,0.0
94,Machakel,364.0,2018.0,0.0
100,Debre Markos Town,364.0,2018.0,0.0
116,Finoteselam Town,364.0,2018.0,0.0
112,Burie Zuria,364.0,2018.0,0.0
130,Guagusa Shekudad,364.0,2018.0,0.0
125,Banja,364.0,2018.0,0.0
126,Ankesha,364.0,2018.0,0.0
113,Womberma,364.0,2018.0,0.0
127,Guangua,364.0,2018.0,0.0
13,Quara,364.0,2018.0,0.0
129,Jawi,364.0,2018.0,0.0
115,South Achefer,364.0,2018.0,0.0
124,Dangila,364.0,2018.0,0.0
128,Fagita Lekoma,364.0,2018.0,0.0
103,North Achefer,364.0,2018.0,0.0
14,Alefa,364.0,2018.0,0.0
20,Takusa,364.0,2018.0,0.0
12,Metema,364.0,2018.0,0.0
11,Chilga,364.0,2018.0,0.0
5,Mirab Armachiho,364.0,2018.0,0.0
0,Adarkay,364.0,2018.0,0.0
18,Telemt,364.0,2018.0,0.0
